SUN,1.32712440018e+020,-8.471259727935287E-03,3.607456884596203E-03,1.684653406437639E-04,-3.718958804732009E-06,-8.351719432149517E-06,1.534008940526451E-07
JUPITER,1.26686534e+017,5.204184973617576E+00,4.866508683967569E-02,1.303470816140063E+00,1.005105265440652E+02,2.733864160846828E+02
MARS,4.282837e+013,1.523610585842419E+00,9.338772290283603E-02,1.847929709662138E+00,4.949027219613148E+01,2.867393798568831E+02
